CASE# 1:
4828 found at 3200
105 not found
2936 found at 1931
4572 found at 3030
419 found at 278
5701 not found
3655 not found
5700 found at 3821
8583 found at 5665
9347 found at 6186
4943 not found
999 not found
2712 not found
8584 not found
6298 found at 4197
9067 not found
1538 not found
7299 found at 4835
8702 not found
7317 not found
1738 not found
8297 found at 5476
2294 not found
4537 not found
556 not found
524 not found
3001 not found
704 not found
2533 found at 1643
562 found at 370
3321 not found
8347 found at 5506
8384 not found
5171 found at 3426
1263 not found
4614 not found
5990 not found
9590 found at 6333
1663 found at 1055
9334 not found
7527 not found
4301 found at 2825
7550 found at 4998
9151 not found
3616 not found
3857 not found
2956 found at 1944
5756 not found
7008 not found
5606 found at 3759
1446 not found
2057 found at 1307
5000 found at 3312
4845 found at 3213
1567 found at 1013
2146 found at 1382
7481 found at 4951
2911 found at 1913
2535 not found
144 not found
2337 not found
6787 found at 4517
3108 not found
2398 not found
4779 not found
9272 not found
7166 found at 4762
7811 found at 5164
1973 found at 1255
1553 not found
4979 found at 3298
9778 found at 6473
8425 not found
6755 found at 4497
5926 found at 3960
1108 found at 733
3305 not found
3296 not found
794 not found
4557 not found
566 not found
5657 not found
2851 found at 1866
4826 found at 3199
2584 found at 1683
5702 not found
5834 not found
8090 found at 5352
7808 not found
2378 not found
8112 not found
8032 found at 5314
3950 not found
2318 found at 1502
3787 found at 2487
1236 found at 806
1683 not found
1123 not found
2768 not found
1310 not found
5397 found at 3597
6204 not found
3214 not found
8559 not found
6803 not found
6026 found at 4027
8626 found at 5700
1653 not found
7070 not found
2363 found at 1535
5957 found at 3979
4992 found at 3305
2008 not found
8391 not found
7437 not found
8041 found at 5320
1169 not found
5570 found at 3738
8757 not found
2979 found at 1964
2046 found at 1301
7180 not found
819 found at 545
3217 found at 2107
7788 not found
4445 found at 2939
7767 not found
3418 not found
2580 not found
7685 not found
4827 not found
6789 not found
9965 not found
5457 found at 3653
6400 not found
9399 not found
931 not found
4867 not found
5453 found at 3650
2528 not found
6648 found at 4426
9863 found at 6526
3780 not found
4404 found at 2909
3000 found at 1973
9060 not found
148 found at 93
9078 not found
6202 not found
7409 not found
3881 found at 2549
9934 not found
8105 not found
6929 not found
7747 not found
8810 found at 5827
4618 not found
5631 not found
9439 found at 6243
9238 found at 6117
561 found at 369
1798 found at 1134
1763 found at 1115
1052 not found
9866 not found
4664 not found
2138 not found
2947 found at 1937
2080 found at 1332
473 not found
95 found at 62
5177 not found
4759 not found
358 found at 232
4158 not found
154 not found
1423 not found
594 not found
1207 found at 778
8484 found at 5603
5132 found at 3407
5530 not found
5885 not found
7308 not found
6719 not found
4105 not found
1252 not found
5763 found at 3869
5142 not found
5901 found at 3946
4664 not found
8245 not found
2453 not found
5089 not found
3092 not found
9062 found at 5992
9366 not found
3375 not found
9601 not found
9368 not found
8236 not found
33 found at 25
9453 not found
4355 not found
1402 not found
443 found at 297
8562 not found
6014 not found
4120 found at 2695
7571 found at 5010
3213 found at 2104
9936 found at 6568
3135 found at 2057
3106 not found
2758 not found
1860 not found
5349 not found
9176 not found
2266 found at 1461
2059 not found
4094 not found
7411 not found
4694 found at 3102
5628 found at 3771
5127 found at 3404
595 found at 392
2302 found at 1488
1426 found at 915
2036 not found
4593 found at 3042
8940 found at 5915
7522 not found
7284 not found
3598 found at 2373
2303 not found
1889 not found
1124 not found
8442 found at 5565
3347 not found
1032 not found
4537 not found
5136 found at 3409
4985 found at 3302
3333 found at 2178
4688 found at 3099
376 found at 242
4864 not found
592 found at 390
541 not found
7027 found at 4668
2634 found at 1722
9509 found at 6285
4145 found at 2711
8152 not found
7468 not found
784 found at 520
7501 not found
2001 not found
904 found at 607
4585 not found
3058 not found
6196 found at 4136
6231 not found
5282 not found
2111 not found
3963 not found
904 found at 607
3623 found at 2394
6688 found at 4445
7163 found at 4758
7962 not found
8232 not found
9921 found at 6556
3872 not found
1218 found at 789
4 found at 3
6754 not found
7349 not found
4709 found at 3112
6293 not found
3104 not found
633 not found
8974 found at 5928
7986 found at 5279
7175 found at 4765
1866 not found
5016 found at 3326
526 found at 348
6821 not found
6580 found at 4386
3324 not found
9452 found at 6253
483 not found
8653 not found
5219 not found
8268 not found
5940 not found
3856 found at 2531
3514 not found
3087 found at 2031
4859 not found
2333 found at 1514
2952 found at 1942
3819 found at 2504
7095 not found
9867 not found
299 found at 190
4598 not found
9265 not found
398 found at 268
6587 not found
7891 found at 5209
5722 found at 3837
9850 not found
142 found at 92
8931 not found
1828 not found
7306 found at 4843
3910 not found
3292 not found
1019 found at 683
6922 not found
5293 found at 3528
3871 not found
7507 found at 4971
4299 not found
7003 found at 4653
7341 found at 4872
8144 not found
249 found at 154
7422 not found
7345 found at 4873
4631 not found
5760 found at 3868
1376 found at 891
6765 not found
2251 not found
9013 not found
7253 found at 4809
6705 found at 4452
6957 not found
2801 not found
876 found at 587
7420 found at 4914
5469 not found
6357 found at 4240
2168 found at 1394
235 not found
4137 not found
3692 not found
4923 found at 3253
7063 not found
1260 not found
1423 not found
6314 not found
6387 not found
1395 not found
5471 found at 3663
5807 found at 3890
7082 found at 4708
38 not found
9016 found at 5961
4734 found at 3131
4611 not found
2491 found at 1612
279 found at 173
1938 not found
4185 found at 2750
7377 found at 4891
4486 not found
7657 found at 5061
6061 not found
8158 found at 5389
800 found at 532
5869 found at 3923
2775 found at 1805
8188 found at 5409
4651 found at 3072
9320 not found
7146 not found
166 not found
1424 found at 913
2603 not found
8222 found at 5425
2672 found at 1753
3233 not found
9372 not found
3662 found at 2418
2760 not found
4340 found at 2851
9239 not found
2262 not found
7135 not found
6518 found at 4341
4464 not found
7915 not found
371 not found
3319 not found
2328 not found
355 not found
9394 not found
2233 found at 1440
6955 not found
1404 not found
8784 found at 5804
8920 not found
1135 not found
633 not found
4036 not found
2203 found at 1415
3383 found at 2211
9166 not found
9495 found at 6277
8625 not found
8580 not found
4194 found at 2754
1327 found at 860
8944 not found
2870 found at 1883
1296 found at 838
9755 found at 6454
657 found at 440
4052 not found
7136 not found
6527 found at 4348
2459 not found
5142 not found
2917 not found
9330 found at 6176
3664 not found
9057 not found
3297 not found
8952 not found
84 not found
5573 found at 3742
4520 found at 2997
3215 found at 2105
3784 not found
3084 not found
2803 found at 1826
4475 not found
3124 not found
9971 not found
7481 found at 4951
8700 not found
1014 not found
6397 found at 4265
2017 found at 1281
9777 not found
1681 not found
3589 not found
6642 found at 4423
7000 not found
9269 not found
9781 not found
9023 not found
5628 found at 3771
5323 not found
6309 not found
6689 found at 4446
3179 not found
299 found at 190
3142 not found
510 found at 339
235 not found
4493 found at 2976
185 found at 121
7597 found at 5023
6930 not found
8873 found at 5868
3667 found at 2421
925 found at 622
1095 not found
8595 not found
3503 found at 2301
772 not found
2927 not found
5590 not found
5930 not found
9093 not found
6447 found at 4298
949 found at 634
7040 not found
366 not found
1665 not found
7516 not found
2398 not found
2444 found at 1574
5074 not found
8168 not found
217 not found
3002 found at 1975
3530 not found
4243 found at 2789
5943 not found
4030 found at 2647
5713 found at 3829
2748 not found
4206 not found
4811 found at 3188
2151 found at 1385
5309 not found
5932 found at 3965
2085 not found
6093 not found
1457 not found
1051 not found
113 not found
8607 found at 5688
6310 found at 4208
9105 not found
1605 found at 1031
3562 not found
3250 found at 2130
7793 not found
6296 found at 4196
9630 found at 6362
5954 not found
4939 not found
235 not found
6022 found at 4022
6550 not found
2611 found at 1704
7491 found at 4959
2481 not found
3000 found at 1973
4929 not found
3089 found at 2033
8360 not found
2549 found at 1656
4784 found at 3171
4429 found at 2925
7712 not found
6951 not found
2865 found at 1881
9416 not found
1188 found at 770
2562 found at 1665
8953 not found
3363 found at 2202
1108 found at 733
7739 found at 5119
2297 found at 1485
3378 not found
7589 found at 5020
1856 found at 1175
6159 not found
9430 not found
3537 found at 2323
4605 not found
4847 not found
9262 not found
9479 found at 6264
7151 not found
7276 not found
8666 not found
9131 not found
5491 not found
87 found at 54
5458 found at 3656
2831 not found
7130 not found
2451 not found
5944 not found
7611 not found
3589 not found
105 not found
3135 found at 2057
8003 found at 5292
6202 not found
4972 found at 3292
5877 not found
3024 found at 1981
1958 not found
1988 found at 1263
5759 not found
2703 not found
1625 not found
8409 not found
3965 found at 2606
2063 not found
11 not found
5039 found at 3346
857 found at 574
8077 not found
4580 not found
3977 found at 2618
6393 not found
7825 found at 5172
2414 not found
8612 not found
4474 found at 2962
4593 found at 3042
5461 not found
9901 not found
8607 found at 5688
4046 found at 2654
5154 not found
6267 not found
230 not found
4687 not found
4181 found at 2747
9123 not found
6049 found at 4039
5598 not found
5372 not found
5450 not found
1022 found at 686
8905 found at 5889
4132 found at 2702
9207 not found
8963 not found
1370 not found
3751 not found
4449 found at 2940
3747 found at 2462
975 not found
3763 found at 2473
7976 found at 5270
3397 found at 2220
861 found at 575
7025 found at 4666
8776 not found
5298 found at 3534
5701 not found
7988 found at 5280
437 found at 288
4058 not found
8117 not found
3664 not found
3975 not found
7783 not found
693 found at 467
8798 not found
4133 not found
1412 not found
6535 found at 4355
2573 not found
3435 not found
2655 not found
5671 found at 3800
2889 not found
6202 not found
1558 not found
594 not found
1276 not found
5379 found at 3584
5184 found at 3435
47 not found
38 not found
5784 found at 3882
4210 not found
6174 not found
9550 found at 6305
8328 not found
9708 found at 6423
5480 found at 3671
9738 not found
7844 found at 5182
3162 not found
5190 not found
3278 not found
4637 not found
5687 not found
4658 not found
2318 found at 1502
3946 not found
5370 found at 3581
4471 not found
5058 not found
9813 not found
2584 found at 1683
5738 found at 3852
9328 not found
4438 found at 2931
6061 not found
2600 found at 1699
1754 not found
3633 not found
8644 not found
2754 found at 1797
1842 found at 1164
2390 not found
3862 found at 2535
4334 not found
3073 not found
7501 not found
7396 found at 4898
9406 found at 6222
8930 not found
8726 not found
6997 found at 4649
9922 not found
8298 found at 5477
8648 found at 5718
1380 not found
1961 not found
3993 not found
5395 found at 3594
6458 found at 4309
5694 found at 3816
2312 found at 1497
3879 found at 2547
2877 not found
5191 found at 3441
4372 not found
7010 not found
6077 found at 4057
8306 not found
1174 not found
4182 found at 2748
500 not found
8840 not found
2080 found at 1332
1245 not found
1121 not found
5157 found at 3419
6911 not found
5936 not found
9948 found at 6577
3345 found at 2188
7655 not found
5399 not found
2102 not found
12 not found
7466 found at 4941
6500 not found
9563 found at 6314
4442 found at 2936
1701 found at 1071
6128 found at 4091
7679 not found
604 found at 403
2167 not found
9229 found at 6110
3550 found at 2332
22 not found
3843 not found
670 not found
9539 not found
1728 not found
7580 found at 5015
5622 not found
9409 not found
2055 not found
688 not found
4400 not found
8033 found at 5315
1095 not found
1760 not found
9970 found at 6599
7711 not found
4649 not found
7063 not found
1064 found at 713
5969 found at 3986
1112 found at 736
6742 found at 4489
1631 not found
9754 found at 6453
8076 found at 5340
4017 found at 2638
9354 not found
1557 found at 1006
9783 not found
3349 found at 2191
1731 found at 1097
7756 not found
481 found at 317
8113 not found
3427 not found
528 found at 349
1130 not found
919 not found
4503 found at 2981
696 found at 469
1072 found at 715
